Product ID,Product Name,Category,Region,Sales Amount,Cost,Profit,Units Sold,Sales Date,Discount (%),Sales Channel,Customer Satisfaction Score,Customer Segment,Payment Method,Shipping Duration (days),Return Status
200,Data Plus,Toys,Europe,1286.68,3483.6,362.82,41,06-06-2024,21.25,Online,2.9,Corporate,Bank Transfer,11,Not Returned
201,Medical Ultra,Clothing,North America,1480.28,3003.83,944.9,18,04-06-2024,19.47,Online,1.6,Government,PayPal,4,Returned
202,Talk Ultra,Clothing,Asia,2704.57,2422.19,667.99,19,02-05-2024,22.71,Wholesale,1.3,Retail,Bank Transfer,13,Not Returned
203,Degree Ultra,Furniture,Australia,3607.79,2962.73,599.45,87,23-05-2024,11.79,In-store,1.5,Small Business,PayPal,15,Returned
204,Cover Plus,Groceries,Africa,581.62,2467.81,849.46,65,25-02-2024,23.9,Wholesale,2.7,Corporate,Credit Card,13,Returned
205,Language Pro,Clothing,Europe,3001.25,1405.22,576.13,73,06-09-2024,6.24,In-store,2.5,Corporate,Credit Card,1,Returned
206,Others X,Furniture,Asia,621.03,1457.91,570.97,94,11-12-2024,23.85,In-store,2.3,Corporate,Bank Transfer,9,Not Returned
207,Rule X,Electronics,Europe,3111.35,2954.33,300.74,11,02-12-2024,20.12,In-store,4.9,Corporate,Bank Transfer,5,Not Returned
208,Sort X,Electronics,North America,971.42,1749.46,774.6,64,06-07-2024,8.44,Online,3.5,Small Business,Debit Card,1,Returned
209,Hour Plus,Toys,North America,2236.41,82.15,118.12,25,05-01-2024,20.2,In-store,3.3,Retail,Debit Card,11,Returned
210,Song X,Electronics,Asia,4005.46,2826.88,629.08,56,07-10-2024,1.46,In-store,3.9,Corporate,Debit Card,8,Returned
211,Play Ultra,Toys,Europe,2029,89.27,516.48,25,29-08-2024,1.71,In-store,4.5,Corporate,Debit Card,8,Not Returned
212,Treat Ultra,Furniture,Australia,4069.84,1620.73,800.01,42,24-11-2024,1.85,In-store,2,Small Business,Credit Card,4,Returned
213,Option X,Groceries,Africa,2888.57,3147.02,828.86,98,21-02-2024,6.5,Online,3.2,Retail,PayPal,4,Not Returned
214,Dog Plus,Furniture,North America,4189.56,3846.16,1.05,95,28-05-2024,2.61,In-store,3.5,Corporate,Bank Transfer,5,Not Returned
215,Condition Ultra,Furniture,Africa,1480.49,2802.36,164.11,73,09-01-2024,29.79,Wholesale,4.6,Retail,Bank Transfer,11,Not Returned
216,Fine Ultra,Groceries,Australia,1016.94,2506.38,892.33,92,30-01-2024,14.39,In-store,3.8,Retail,Debit Card,1,Returned
217,Study Pro,Groceries,North America,4767.21,961.38,420.71,31,09-05-2024,20.49,Wholesale,1.6,Corporate,PayPal,7,Not Returned
218,Again Pro,Clothing,Europe,4709.65,996.17,282.88,71,29-09-2024,21.94,In-store,3.2,Retail,Credit Card,5,Returned
219,Wide X,Toys,Australia,703.11,1997.39,860.26,82,03-11-2024,17.88,Online,1.5,Small Business,Bank Transfer,15,Not Returned
220,Number Pro,Electronics,Africa,3078.24,209.19,389,26,27-10-2024,22.48,Online,2.1,Retail,Bank Transfer,1,Not Returned
221,No X,Clothing,Africa,2692.54,3704.84,469.47,47,10-01-2024,7.94,Online,3,Government,Credit Card,3,Not Returned
222,It Plus,Clothing,Asia,1618.18,3831.12,323.94,22,10-03-2024,22.15,Online,4,Government,Credit Card,6,Returned
223,Effort Plus,Electronics,Asia,4125.16,372.58,454.39,40,05-03-2024,25,In-store,3.3,Government,Bank Transfer,5,Returned
224,Car Plus,Clothing,Australia,1379.92,966.69,323.82,5,04-10-2024,25.98,Online,1.7,Corporate,Debit Card,6,Returned
225,Until Pro,Groceries,Europe,1335.44,3273.72,865.79,72,28-01-2024,22.9,Online,1.3,Retail,Bank Transfer,10,Not Returned
226,Cost Plus,Toys,North America,4010.05,546.41,288.18,17,07-10-2024,21.76,Online,2.1,Government,PayPal,13,Returned
227,Issue Ultra,Electronics,Europe,2167.87,3692.54,543.72,42,07-09-2024,16.64,Online,4.9,Government,Credit Card,7,Not Returned
228,Ago Ultra,Electronics,North America,3816.25,2196.28,193.66,8,26-04-2024,23.47,Online,4.8,Retail,PayPal,12,Not Returned
229,Minute X,Toys,North America,4606.07,955.69,565.4,2,04-03-2024,23.51,In-store,4.3,Small Business,Credit Card,10,Not Returned
230,Throw Pro,Furniture,North America,1199.73,2357.28,642.47,37,12-06-2024,15.39,Online,4.8,Corporate,PayPal,7,Not Returned
231,Hotel Plus,Groceries,Asia,3612.01,369.8,985.57,24,14-10-2024,5.64,Online,2.9,Government,PayPal,11,Returned
232,Subject Plus,Toys,Australia,1269.9,2552.03,890.65,89,20-04-2024,19.48,In-store,3.2,Government,Credit Card,4,Returned
233,Star X,Groceries,Europe,3762.67,2183.72,785.15,94,03-05-2024,28.63,Online,2.4,Government,Credit Card,2,Not Returned
234,Me Plus,Electronics,Asia,4958.63,2160.24,402.85,7,22-11-2024,8.86,Online,1.7,Corporate,Bank Transfer,11,Not Returned
235,Every Ultra,Furniture,Europe,3729.93,980.68,921.74,53,16-09-2024,1.28,Wholesale,2.4,Government,Debit Card,14,Not Returned
236,Believe Pro,Groceries,Europe,3222.51,2436.14,723.76,80,19-02-2024,6.45,In-store,3.5,Retail,Bank Transfer,4,Not Returned
237,Style X,Electronics,Asia,2417.21,1057.43,493.73,48,22-03-2024,15.32,Online,1.3,Retail,Bank Transfer,3,Not Returned
238,Build Plus,Groceries,Asia,3230.34,2598.72,855.89,25,28-01-2024,19.06,In-store,2.3,Small Business,Credit Card,13,Not Returned
239,Policy X,Clothing,Africa,190.79,2285.82,520.88,12,13-07-2024,0.23,In-store,2.3,Retail,PayPal,5,Returned
240,Interview Ultra,Clothing,Europe,1188.86,3526.9,395,11,28-07-2024,6.33,In-store,2,Retail,PayPal,6,Returned
241,Manage Ultra,Electronics,Asia,1806,863,304.87,70,25-02-2024,5.64,Online,4.8,Corporate,Credit Card,3,Returned
242,View Plus,Groceries,North America,3507.97,2868.31,972.95,23,09-12-2024,7.17,Online,3.6,Small Business,Debit Card,14,Returned
243,Goal Pro,Clothing,Australia,3045.95,358.9,459.16,16,26-05-2024,22.08,Wholesale,2.7,Corporate,Debit Card,3,Not Returned
244,Most Plus,Furniture,North America,275.3,887.16,629.06,7,14-04-2024,11.29,In-store,3.6,Retail,Bank Transfer,10,Returned
245,Figure Plus,Electronics,Europe,168.18,217.9,556.49,80,23-01-2024,2,Wholesale,1,Retail,Debit Card,5,Not Returned
246,Discussion X,Groceries,Asia,347.46,427.98,741.57,87,13-02-2024,14.37,Wholesale,2,Government,Bank Transfer,12,Not Returned
247,Boy Ultra,Groceries,Australia,2125.03,2400.91,731.96,26,02-01-2024,26.11,Wholesale,3.2,Government,PayPal,3,Not Returned
248,Return X,Electronics,Asia,2217.87,285.29,164.37,75,09-06-2024,19.26,Wholesale,2.9,Corporate,Credit Card,14,Not Returned
249,Will Ultra,Furniture,Europe,894.65,3039.48,609.06,19,22-02-2024,20.7,In-store,2.6,Small Business,Bank Transfer,8,Not Returned
250,American Pro,Groceries,Asia,1640.13,956.57,304.42,69,01-12-2024,0.54,Online,2.7,Retail,Credit Card,4,Not Returned
251,Account X,Electronics,Asia,336.29,2509.28,206.99,84,09-07-2024,15.05,Wholesale,3.2,Corporate,Debit Card,11,Returned
252,Street Plus,Groceries,Europe,2778.9,2474.29,528.78,46,06-08-2024,6.42,Online,2.6,Corporate,Bank Transfer,15,Returned
253,His Plus,Toys,Australia,3054.24,2389.19,867.83,14,15-09-2024,8.11,Wholesale,3.1,Retail,Credit Card,13,Returned
254,Seat Ultra,Furniture,North America,154.54,425,442.67,43,01-04-2024,11.2,Online,3.5,Corporate,Credit Card,2,Not Returned
255,Build Ultra,Groceries,Europe,1244.03,2994.78,496.05,36,02-06-2024,23.46,In-store,2.4,Corporate,Bank Transfer,9,Not Returned
256,General Pro,Groceries,North America,1375.91,3472.5,401.55,56,18-04-2024,14.54,In-store,4.5,Government,PayPal,14,Not Returned
257,Forward Ultra,Clothing,North America,1017.45,3126.2,773.33,86,12-05-2024,13.33,In-store,2.5,Government,Bank Transfer,4,Not Returned
258,Occur Pro,Toys,Europe,2218.47,3370.54,342.18,35,01-12-2024,2.95,Online,1.4,Government,Debit Card,10,Returned
259,Another Pro,Groceries,Asia,4131.64,3247.01,322.7,24,10-09-2024,5.01,In-store,3.6,Government,PayPal,5,Not Returned
260,Current Plus,Clothing,Europe,2752.11,688.42,228.65,14,08-05-2024,12.74,Online,2.7,Government,Bank Transfer,6,Not Returned
261,Moment Pro,Clothing,North America,538.15,3130.23,412.6,45,21-10-2024,16.55,Online,1.9,Small Business,Debit Card,2,Not Returned
262,Radio X,Clothing,Europe,3005.05,90.07,643.38,59,25-07-2024,17.52,In-store,1.9,Corporate,Bank Transfer,4,Returned
263,Education Ultra,Clothing,Africa,2357.99,170.37,108.92,22,19-07-2024,29.63,In-store,1.6,Retail,PayPal,5,Not Returned
264,Focus Plus,Clothing,Asia,4948.04,2400.06,304.89,25,28-04-2024,12.11,Online,3.4,Corporate,Bank Transfer,14,Not Returned
265,Budget X,Toys,Africa,4799.31,3977.45,365.55,33,31-03-2024,6.49,In-store,1.5,Government,Credit Card,3,Returned
266,Impact Ultra,Groceries,Europe,39.66,1503.46,131.48,23,09-03-2024,2.31,Wholesale,3.9,Corporate,Bank Transfer,10,Returned
267,Lot Pro,Clothing,North America,1169.48,1270.24,354.24,58,06-10-2024,4.86,In-store,2.1,Government,Bank Transfer,15,Not Returned
268,Serious Pro,Furniture,North America,4636.61,2516.04,30.2,71,21-10-2024,1.41,Online,2.5,Small Business,Credit Card,10,Returned
269,Fast Ultra,Toys,Australia,3463.54,1834.77,428.81,97,12-06-2024,23.68,Wholesale,1.6,Retail,Debit Card,9,Returned
270,Loss X,Electronics,Australia,4316.6,1300.13,35.76,19,29-09-2024,26.54,Wholesale,1.3,Government,Debit Card,10,Returned
271,Specific Ultra,Electronics,North America,1009.83,1012.65,185.76,62,26-02-2024,23.99,In-store,4.3,Retail,PayPal,14,Returned
272,Time Ultra,Groceries,North America,4073.92,603.9,75.38,65,01-01-2024,26.9,In-store,4.9,Corporate,Debit Card,15,Returned
273,East Ultra,Furniture,North America,3663.94,827.12,154.94,56,13-04-2024,27.75,Wholesale,3.6,Small Business,Credit Card,3,Not Returned
274,Build Plus,Clothing,Europe,824.01,1392.57,218.46,19,30-11-2024,7,Online,4.2,Government,PayPal,1,Returned
275,Think Pro,Clothing,Asia,4253.93,1909.01,245.52,12,26-09-2024,24.82,In-store,4.2,Small Business,Bank Transfer,8,Returned
276,Nature Pro,Furniture,Asia,2910.48,3312.06,159.3,94,10-11-2024,4.49,Wholesale,3.4,Small Business,Credit Card,9,Not Returned
277,Single Ultra,Clothing,Africa,4864.01,3279.04,764.56,51,28-01-2024,20.47,Wholesale,2.2,Corporate,PayPal,3,Not Returned
278,Form X,Toys,North America,2614.14,3856.74,453.18,3,01-05-2024,8.64,Online,1.2,Small Business,Debit Card,3,Returned
279,Station Plus,Groceries,Africa,2331.88,1247.17,637.96,95,01-07-2024,24.13,Online,4.1,Corporate,Credit Card,7,Not Returned
280,Know Ultra,Toys,Africa,358.43,3373.09,498.53,57,06-02-2024,2.36,Wholesale,4.2,Small Business,Debit Card,13,Returned
281,Science Ultra,Groceries,Europe,543.69,2090.97,560.52,14,21-05-2024,22.06,Wholesale,3.2,Retail,Bank Transfer,9,Returned
282,Cut Plus,Clothing,Australia,99.16,2012.31,57.36,49,27-03-2024,18.36,Online,4.9,Government,Bank Transfer,13,Not Returned
283,Recognize X,Toys,Europe,4283.32,2510.45,360.42,75,07-05-2024,18.71,In-store,1.4,Government,Bank Transfer,5,Returned
284,Quality X,Toys,Europe,4669.46,3671.92,87.59,24,27-10-2024,17.86,Wholesale,4.2,Small Business,Bank Transfer,2,Returned
285,Particularly Plus,Groceries,Africa,3075.08,1538.66,884.5,34,10-05-2024,26.33,In-store,1.3,Small Business,Credit Card,4,Not Returned
286,Someone Plus,Furniture,Asia,3406.1,2205.4,447.5,79,21-08-2024,14.21,Online,1.1,Government,Credit Card,1,Returned
287,Shake Pro,Toys,Africa,808.45,3864.45,12.67,78,10-10-2024,26.45,Online,3.4,Corporate,Credit Card,2,Not Returned
288,Author Plus,Electronics,Australia,2245.91,3135.72,563.24,70,27-03-2024,16.65,In-store,4.3,Government,Debit Card,13,Not Returned
289,Pressure Ultra,Electronics,Asia,870.61,3668.57,314.12,53,05-03-2024,6.3,In-store,3.6,Corporate,Credit Card,13,Returned
290,Like Ultra,Clothing,Asia,1135.82,1708.3,50.99,54,24-05-2024,0.44,In-store,2.2,Small Business,Bank Transfer,12,Returned
291,Collection X,Clothing,North America,4511.82,1431.25,247.78,12,03-02-2024,6.88,Wholesale,2.4,Small Business,Bank Transfer,7,Returned
292,Trade Plus,Furniture,Asia,2840.3,3651.05,396.67,11,09-07-2024,17.96,Online,1.4,Government,Bank Transfer,7,Not Returned
293,House Pro,Groceries,Asia,4028.82,3547.82,842.76,7,28-01-2024,5.62,In-store,4.6,Small Business,Credit Card,10,Returned
294,Order Pro,Furniture,Asia,3698.09,2213.14,641.54,86,08-06-2024,6.28,Online,4.5,Corporate,Debit Card,14,Returned
295,Drive Plus,Toys,North America,4064.9,3626.35,943.1,38,03-07-2024,9.9,In-store,1.3,Corporate,Bank Transfer,2,Returned
296,Consumer X,Clothing,Australia,4186.52,2413.43,867.63,58,22-07-2024,12.88,Wholesale,2.4,Government,PayPal,11,Not Returned
297,Sit Plus,Groceries,Africa,3579.3,2691.06,444.65,82,10-07-2024,5.6,Online,3.8,Corporate,PayPal,13,Returned
298,Foreign Pro,Toys,Africa,907.62,375.44,937.79,69,01-09-2024,26.29,Wholesale,4.9,Government,Debit Card,1,Not Returned
299,Large Plus,Toys,North America,4553.56,1101.54,640.91,97,01-12-2024,14.71,Wholesale,3.5,Retail,Credit Card,13,Returned
300,None Ultra,Furniture,Australia,2120.32,369.3,454.39,74,02-01-2024,21.29,Wholesale,3.5,Retail,Debit Card,14,Not Returned
301,Toward Plus,Groceries,Europe,2585.43,2591.81,269.35,11,05-03-2024,27.04,Online,2.1,Retail,Bank Transfer,4,Returned
302,Such Pro,Toys,Africa,827.55,1194.89,187.79,37,11-02-2024,4.99,In-store,2.2,Retail,Credit Card,9,Not Returned
303,Social Ultra,Furniture,Europe,3598.22,2827.99,660.13,48,24-08-2024,12.75,In-store,2,Government,Credit Card,11,Returned
304,Include X,Toys,Asia,1400.16,349.3,109.02,8,22-10-2024,14.68,Online,2.9,Retail,Credit Card,1,Returned
305,Figure Pro,Electronics,North America,2503.45,318.03,278.31,31,24-03-2024,22.6,In-store,2.2,Small Business,Bank Transfer,7,Returned
306,Model Plus,Toys,North America,3451.52,2281.62,940.44,20,07-10-2024,2.57,Wholesale,3,Small Business,Bank Transfer,15,Not Returned
307,Quickly Ultra,Groceries,Africa,18.78,2088.74,842.38,70,25-09-2024,25.61,Online,4.9,Retail,Debit Card,7,Returned
308,Else Plus,Electronics,Europe,4964.92,3381.52,160.45,82,08-07-2024,18.65,Wholesale,3.3,Small Business,Bank Transfer,1,Not Returned
309,Though Plus,Toys,Asia,1585.43,2609.31,940.26,65,09-06-2024,27.14,Online,2.6,Retail,Credit Card,1,Not Returned
310,Central Ultra,Electronics,Asia,300.37,3954.32,335.2,59,13-08-2024,20.84,In-store,2.6,Retail,Bank Transfer,13,Not Returned
311,Option X,Electronics,North America,4599.23,596.37,994.65,52,03-08-2024,3.27,In-store,3.6,Government,Debit Card,7,Not Returned
312,Level Pro,Toys,Asia,2637.12,2756.23,916.81,27,09-09-2024,15.02,Wholesale,2.2,Small Business,PayPal,7,Returned
313,Face X,Groceries,Asia,3132.66,3212.65,794.09,50,11-03-2024,6.57,Wholesale,3.5,Retail,Bank Transfer,7,Returned
314,Area X,Toys,Africa,4296.6,19.92,517.1,84,06-05-2024,25.96,Online,2.5,Small Business,Bank Transfer,2,Returned
315,Share Ultra,Groceries,North America,2948.72,3660.91,357.74,41,30-04-2024,9.69,In-store,3.3,Small Business,Credit Card,2,Not Returned
316,Military Plus,Electronics,Africa,3522.42,36.23,160.2,92,01-10-2024,4.62,Wholesale,3.6,Government,PayPal,5,Not Returned
317,Six Plus,Groceries,Australia,3802.03,1892.3,741.45,29,15-11-2024,21.74,Online,3.4,Retail,Bank Transfer,13,Not Returned
318,Example X,Electronics,Asia,291.42,835.04,219.42,96,17-10-2024,20,Online,1.8,Small Business,Bank Transfer,7,Returned
319,Pm Plus,Electronics,Australia,2618.64,2020.46,900.68,60,07-08-2024,7.13,Online,2.6,Retail,Bank Transfer,2,Not Returned
320,Member X,Toys,Africa,3091.18,2043.46,423.2,55,12-09-2024,1.43,In-store,1.7,Government,Credit Card,15,Not Returned
321,Next Plus,Toys,Africa,1382.6,1087.13,420,50,22-04-2024,2.89,In-store,1.8,Corporate,PayPal,2,Returned
322,Total Ultra,Clothing,Australia,4687.12,3580.18,606.28,79,25-06-2024,1.2,In-store,4.3,Corporate,PayPal,7,Not Returned
323,Up Ultra,Groceries,North America,815.28,1279.64,626.95,20,08-03-2024,2.76,Online,1.5,Retail,PayPal,14,Not Returned
324,Series X,Furniture,Europe,4545.74,1441.3,659.09,4,08-09-2024,19.36,Wholesale,1.8,Government,Debit Card,1,Not Returned
325,Our X,Toys,Asia,1411.94,633.73,606.43,40,09-12-2024,5.17,Online,1.4,Corporate,Bank Transfer,11,Not Returned
326,Security Pro,Toys,Asia,3802.34,3792.16,315.52,27,02-10-2024,23.67,In-store,3,Government,Bank Transfer,13,Not Returned
327,Nation Pro,Clothing,Africa,4816.44,1372.01,774.12,60,02-01-2024,5.94,Online,1.6,Corporate,Debit Card,4,Not Returned
328,Admit X,Electronics,Europe,4047.43,3850.48,416.79,42,12-04-2024,19.17,In-store,2.9,Retail,PayPal,9,Returned
329,Avoid X,Groceries,Asia,3744.25,28.15,807.76,72,13-06-2024,26.95,In-store,4.9,Small Business,Debit Card,15,Not Returned
330,Trouble Ultra,Toys,North America,2268.96,1657.55,271.2,45,17-07-2024,19.12,Online,2.1,Retail,Credit Card,8,Returned
331,Recently Pro,Clothing,Africa,2865.8,736.6,249.76,70,30-10-2024,6.67,In-store,4.7,Corporate,Bank Transfer,8,Not Returned
332,Season X,Toys,Europe,3405.06,1745.8,465.12,48,24-11-2024,20.7,Wholesale,1.5,Small Business,Debit Card,4,Not Returned
333,My X,Toys,North America,3521.86,1969.97,71.38,86,03-06-2024,3.81,In-store,4.3,Retail,Credit Card,5,Not Returned
334,Process Pro,Clothing,Africa,616.77,2815.87,410.6,42,30-07-2024,13.89,In-store,2.9,Corporate,Debit Card,3,Returned
335,Red Pro,Groceries,Australia,2695.04,190.68,603.38,72,15-01-2024,25.73,Online,3.7,Small Business,PayPal,8,Not Returned
336,Professor Pro,Electronics,Asia,3562.4,2703.45,42.71,87,25-03-2024,8.68,In-store,4.7,Corporate,Bank Transfer,1,Returned
337,Southern Ultra,Clothing,Africa,233.86,2877.92,866.18,72,12-03-2024,22.09,Online,2.7,Small Business,Debit Card,12,Not Returned
338,Laugh Plus,Clothing,North America,245.36,3916.59,741.84,60,20-11-2024,8.64,In-store,4.4,Government,Credit Card,13,Not Returned
339,Anyone Ultra,Toys,North America,4324.33,3214.56,427.36,96,23-07-2024,23.77,Wholesale,2.2,Government,Debit Card,9,Not Returned
340,Any Plus,Clothing,Australia,480.55,1043.48,455.13,88,09-12-2024,3.5,Online,3.7,Small Business,Credit Card,13,Returned
341,Particularly Pro,Electronics,Europe,1969.39,2701.46,705.06,47,05-06-2024,22.37,Online,1.8,Retail,Bank Transfer,13,Not Returned
342,Wait Pro,Electronics,Africa,463.9,1399.01,321.79,32,08-08-2024,5,Online,3.7,Retail,PayPal,6,Not Returned
343,Hand Plus,Toys,Europe,302.83,2346.95,941.98,42,10-09-2024,0.65,Online,3.3,Government,PayPal,11,Not Returned
344,Hair Plus,Groceries,Europe,318.14,217.18,487.32,3,21-09-2024,14.52,Online,4.8,Corporate,Bank Transfer,1,Not Returned
345,Account Ultra,Clothing,Australia,1538.7,1396.14,384.85,87,30-01-2024,15.05,Wholesale,4.4,Corporate,Bank Transfer,10,Not Returned
346,Yet X,Clothing,Asia,1367.3,538.02,967.85,100,28-08-2024,9.46,Wholesale,2.8,Retail,Credit Card,1,Not Returned
347,Bed Ultra,Groceries,Australia,1971.32,2875.7,184.87,58,09-09-2024,28.7,Wholesale,1.4,Corporate,PayPal,10,Returned
348,Subject Plus,Toys,Europe,213.32,618.46,891.14,51,28-08-2024,13.4,Wholesale,2.1,Small Business,Credit Card,14,Not Returned
349,Into Plus,Furniture,Europe,1350.86,2991.03,421.95,44,08-02-2024,8.06,Wholesale,1.4,Government,Credit Card,4,Not Returned
350,Front Plus,Electronics,Europe,3790.92,3324.08,235,24,09-02-2024,0.98,Online,2.7,Retail,PayPal,11,Not Returned
351,Mean Plus,Groceries,Europe,4427.17,2861.43,789.17,22,06-05-2024,23.48,Wholesale,2.9,Government,Bank Transfer,11,Not Returned
352,Stage Plus,Groceries,Asia,3738.35,3375.51,263.58,6,30-06-2024,14.46,Wholesale,1.7,Small Business,PayPal,7,Not Returned
353,Though Pro,Furniture,Asia,850.85,2656.54,871.88,20,24-08-2024,0.07,Wholesale,3.7,Retail,Credit Card,12,Not Returned
354,Sure X,Furniture,North America,36.83,3212.97,940.12,45,20-08-2024,5.6,Wholesale,2.8,Corporate,PayPal,3,Returned
355,Fine Pro,Toys,North America,1361.47,298.39,866.95,53,22-06-2024,6.57,Wholesale,3.6,Small Business,PayPal,10,Returned
356,Business Plus,Clothing,Asia,3111.62,625.77,262.8,9,20-06-2024,4.33,In-store,3.4,Corporate,Credit Card,12,Returned
357,Congress Plus,Electronics,Europe,1547.85,2516.65,220.49,4,19-10-2024,28.84,Wholesale,4.9,Government,Debit Card,5,Not Returned
358,Spend Plus,Furniture,Africa,3455.53,1865.07,817.47,97,10-04-2024,23.34,In-store,3.8,Corporate,Debit Card,5,Not Returned
359,Control X,Groceries,North America,2597.59,2505.02,37.65,74,26-02-2024,27.12,Wholesale,2.8,Government,Credit Card,13,Returned
360,Early Plus,Groceries,Australia,4269.79,956.36,583.09,21,03-11-2024,3.2,Wholesale,3,Government,PayPal,1,Returned
361,Black X,Groceries,Asia,3633.08,2570.5,309.41,95,17-04-2024,6.62,Online,4.3,Government,Credit Card,13,Not Returned
362,Once Ultra,Furniture,Africa,3995.45,1656.66,331.68,72,22-08-2024,14.09,Online,4.6,Government,PayPal,12,Returned
363,Use Pro,Electronics,Africa,4597.52,2856.17,525.76,75,16-02-2024,26.65,In-store,3.6,Small Business,Debit Card,2,Returned
364,Center Pro,Toys,North America,3190.87,3026.68,750.73,83,21-05-2024,23.05,Online,4.2,Small Business,Debit Card,13,Returned
365,Skin Plus,Clothing,Asia,4589.91,1290.65,663.01,35,21-09-2024,2.56,Wholesale,2.9,Government,Credit Card,13,Not Returned
366,Personal Plus,Electronics,Africa,243.03,1000.27,18.29,47,06-07-2024,10.06,In-store,4.9,Government,Debit Card,7,Not Returned
367,Cause Plus,Groceries,Europe,1079.42,776.57,508.75,17,10-05-2024,6.8,Wholesale,3.9,Retail,Bank Transfer,8,Not Returned
368,Night Pro,Toys,North America,4192.39,3024.98,255.66,78,06-04-2024,27.07,In-store,4.2,Small Business,Debit Card,5,Not Returned
369,Bring Plus,Electronics,Australia,2139.05,198.32,510.87,86,13-09-2024,16.78,In-store,2.1,Small Business,Credit Card,6,Returned
370,Buy X,Groceries,Australia,1215.85,3996.7,722.84,31,01-09-2024,17.01,In-store,2.4,Corporate,Credit Card,2,Not Returned
371,Others Plus,Electronics,Europe,3221.4,3792.43,375.72,54,21-10-2024,11.31,Wholesale,3.1,Small Business,Credit Card,5,Returned
372,Card Ultra,Groceries,North America,4774.21,834.99,214.03,2,16-10-2024,11.32,Wholesale,2.7,Government,PayPal,9,Not Returned
373,Which Ultra,Toys,Australia,4117.2,1429.45,178.99,43,27-01-2024,5.96,Wholesale,2,Small Business,Bank Transfer,14,Not Returned
374,Cell Plus,Clothing,Australia,1467.43,2876.84,227.04,70,22-03-2024,2.18,Online,4.1,Small Business,Debit Card,13,Returned
375,Religious X,Groceries,Europe,596.08,2387.44,784.66,72,31-01-2024,6.68,Wholesale,4.8,Government,Bank Transfer,13,Returned
376,Candidate Pro,Electronics,Australia,2727.8,3252.77,864.99,89,30-07-2024,21.5,Online,3.4,Small Business,Credit Card,5,Not Returned
377,Carry Ultra,Groceries,Africa,1001.19,2109.04,635.98,88,20-10-2024,7.6,Online,3.8,Government,PayPal,9,Returned
378,Shake Ultra,Toys,Africa,1619.66,1391.38,870.45,38,17-01-2024,5.16,Wholesale,1.2,Government,Credit Card,5,Returned
379,Wear Plus,Toys,Europe,2751.12,1733.5,609.9,74,11-04-2024,24.04,In-store,4,Small Business,Bank Transfer,9,Not Returned
380,Student Ultra,Electronics,North America,1953.53,477.04,672.16,50,25-03-2024,21.8,Online,2.8,Small Business,PayPal,14,Not Returned
381,Woman X,Furniture,Australia,1822.97,2192.49,328.64,19,01-09-2024,0.53,Wholesale,2.1,Government,PayPal,12,Returned
382,Wish X,Groceries,Asia,2095.91,390.36,237.65,57,31-03-2024,14.15,In-store,1.2,Government,Credit Card,13,Not Returned
383,Drug Pro,Electronics,Europe,2574.51,2189.49,114.42,78,04-08-2024,4.79,Online,2.8,Small Business,Debit Card,13,Not Returned
384,About Pro,Groceries,Asia,2654.26,2068.29,73.88,82,14-10-2024,13.93,Wholesale,3.3,Corporate,Debit Card,1,Returned
385,Its Pro,Furniture,Asia,683.88,103.55,421.44,50,16-01-2024,7.54,Wholesale,2,Government,Credit Card,13,Returned
386,Personal Plus,Toys,Asia,4452.65,3563.34,957.37,97,16-01-2024,7.34,Online,2.1,Government,Bank Transfer,11,Returned
387,Health Pro,Furniture,Europe,3965.79,1929.31,413.67,70,30-10-2024,25.42,Online,2.2,Government,Bank Transfer,13,Not Returned
388,Season Ultra,Electronics,North America,3978,3444.31,178.22,9,11-02-2024,26.26,Wholesale,3.8,Retail,PayPal,3,Returned
389,Cold X,Groceries,Asia,2186.41,266.6,71.33,38,27-08-2024,7.48,In-store,3.8,Small Business,Credit Card,14,Returned
390,Require X,Clothing,Europe,3101.65,2586.1,674.35,52,18-02-2024,8.45,In-store,1.1,Retail,PayPal,2,Not Returned
391,Business Ultra,Groceries,Europe,1129.59,3831.47,200.29,52,13-09-2024,17.45,Wholesale,1.5,Government,Debit Card,7,Not Returned
392,Hope Ultra,Furniture,Africa,2898.74,3073.91,578.04,81,19-12-2024,25.63,In-store,4.7,Corporate,Bank Transfer,11,Returned
393,Among X,Furniture,Africa,4824.2,2734.03,354.09,81,21-04-2024,0.71,Wholesale,1.2,Corporate,PayPal,8,Not Returned
394,Particularly Pro,Toys,Africa,3152.6,1567.24,956.49,79,22-12-2024,26.72,Wholesale,3.5,Government,Credit Card,11,Returned
395,System Ultra,Clothing,Australia,3911.75,3832.31,132.57,46,08-07-2024,5.39,Wholesale,4.8,Corporate,Debit Card,6,Returned
396,Big Plus,Groceries,Australia,3469.89,325.46,69.06,18,28-06-2024,7.47,Online,2.7,Government,PayPal,4,Returned
397,Special Plus,Groceries,Asia,1486.95,3825.9,76.59,92,25-05-2024,18.66,Wholesale,1.2,Small Business,PayPal,1,Not Returned
398,Drop Pro,Groceries,Asia,3065.07,2744.13,943.47,4,26-11-2024,11.17,In-store,2.6,Government,Credit Card,11,Returned
399,Concern Ultra,Clothing,Asia,3648.88,3251.13,455.15,65,29-05-2024,8.96,In-store,4.8,Corporate,Bank Transfer,12,Not Returned
400,Bill X,Groceries,Asia,3914.02,2412.1,420.5,44,10-10-2024,8.73,In-store,1.4,Small Business,PayPal,7,Not Returned
